symbol,adj growth,wacc,roa,dcf,current price,future price,growth,avg roc,niev,cash,net_margin
OSIS,0.16,0.0805,0.06,938226861.27,87.86,52.29,-40.0,0.09,0.07,0.1,0.1
OSI,0.0,0.002,-0.03,-585572153.0,10.0,-25.46,-355.0,-0.26,0.01,0.56,0.0
OSH,0.51,0.011699999999999999,-0.3,-52094588229.45,21.735,-216.23,-1095.0,-0.78,-0.08,0.16,-0.29
OSG,-0.1,0.0354,0.0,-1908278213.48,2.885,-21.89,-859.0,0.0,-0.18,0.47,-0.13
OSCR,0.32,0.016,-0.18,-29105430206.21,2.76,-166.89,-6147.0,-0.6,-0.99,0.6,-0.3
OSBC,-0.09,0.0959,0.01,-5045052675.12,17.03,-107.77,-733.0,0.07,0.03,0.14,0.15
ORTX,-0.09,0.0724,-0.51,-6096296986.4,0.4411,-48.58,-11113.0,-0.6,-2.61,1.31,-86.32
ORRF,0.25,0.08560000000000001,0.01,-1364350755.5,26.58,-121.75,-558.0,0.07,0.11,0.08,0.29
ORN,-1.66,0.064,-0.08,-1471590142.47,2.6,-47.38,-1922.0,-0.11,-0.18,0.08,-0.02
ORMP,0.0,0.18289999999999998,0.0,0.0,8.96,0.0,-100.0,0.0,0.0,0.0,0.0
ORLY,0.12,0.09230000000000001,0.16,57665801823.62,845.505,855.85,1.0,0.3,0.04,0.06,0.16
ORLA,0.0,0.12269999999999999,-0.12,-1927825317.74,3.705,-7.79,-310.0,-0.13,-0.03,0.54,0.0
ORIC,0.46,0.0262,-0.31,-5033885010.98,4.06,-127.82,-3247.9999999999995,-0.33,-0.49,14.92,-inf
ORIA,0.0,0.0034999999999999996,-0.0,-978099483.29,10.01,-48.9,-589.0,-0.0,-0.0,8.73,0.0
ORI,0.7,0.0827,0.04,44500907326.72,23.645,144.95,513.0,0.09,0.21,0.02,0.16
ORGS,-4.15,0.0861,-0.25,29608072194.12,1.925,1219.68,63260.0,-0.36,-0.39,0.36,-0.51
ORGO,0.59,0.12369999999999999,-0.07,872206821.18,2.645,6.78,156.0,-0.13,0.28,1.39,0.2
ORGN,20.04,0.0027,-0.19,4.984759624809155e+18,5.555,35289082457.23,635267010831.0,-0.23,0.05,11.14,inf
ORCL,-0.05,0.07769999999999999,0.09,75732084237.49,80.09,28.36,-65.0,0.11,0.03,1.1,0.16
ORCC,0.41,0.0571,0.04,-187051613173.59,12.465,-475.77,-3917.0,0.04,0.13,1.55,0.61
ORC,-7.57,0.1481,-0.0,52060525419379.79,10.655,294138.91,2760472.0,-0.04,-0.03,0.06,1.31
ORAN,0.04,0.025699999999999997,0.02,120347170989.68,9.8056,45.73,366.0,0.03,0.01,0.32,0.01
ORA,-0.09,0.053099999999999994,0.02,-56912478596.75,90.72,-1016.27,-1220.0,0.03,0.01,0.44,0.09
OR,-0.5,0.08789999999999999,-0.04,-3018243287.35,12.345,-18.13,-247.00000000000003,-0.04,-0.01,0.33,-0.1
OPY,0.55,0.04019999999999999,0.03,10008194614.45,41.43,799.65,1830.0,0.08,0.3,0.12,0.11
OPTT,0.12,0.15460000000000002,-0.46,-226685370.8,0.6558,-4.06,-719.0,-0.53,-0.52,2.65,-10.73
OPTN,-0.05,0.0553,-0.54,-15470742840.37,1.77,-188.21,-10733.0,-0.72,-0.57,1.87,-1.1
OPT,0.82,0.0512,-0.66,-64943189349.24,5.0,-1480.17,-29702.999999999996,-0.8,-0.42,3.71,-466.41
OPRX,-3.65,0.09939999999999999,-0.02,-106727265.4,19.405,-6.01,-131.0,-0.02,0.0,9.04,0.01
OPRT,-0.96,0.030699999999999998,0.02,,5.6,,,0.02,0.3,1.23,0.08
OPRA,0.33,0.0907,0.05,507363933.18,5.45,4.41,-19.0,0.06,-0.07,1.45,-0.18
OPOF,0.19,0.0767,0.01,-359994902.65,21.75,-68.62,-415.00000000000006,0.05,0.07,0.16,0.16
OPNT,-1.19,0.0837,-0.11,,20.17,,,-0.18,0.03,5.53,0.06
OPK,-0.45,0.11349999999999999,-0.05,-612426306.95,1.39,-0.9,-165.0,-0.06,-0.03,0.41,-0.02
OPI,-1.2,0.0576,0.0,27855894421.07,14.39,575.23,3897.0,0.0,-0.01,0.62,-0.01
OPHC,-2.62,0.050499999999999996,0.0,6753801741.02,4.33,1427.65,32871.0,0.02,0.31,0.2,0.63
OPGN,0.3,0.1528,-0.93,-311960503.33,0.1446,-8.01,-5639.0,-1.62,-6.18,1.81,-8.08
OPFI,0.69,0.0333,,9212008056.71,2.465,684.17,27655.0,,0.77,0.43,0.11
OPEN,0.4,0.076,-0.12,,1.575,,,-0.22,-0.69,0.39,-0.08
OPCH,-1.74,0.111,0.0,1533758163.81,30.31,8.53,-72.0,0.0,0.03,0.26,0.04
OPBK,0.26,0.07629999999999999,0.01,-2705026538.99,11.815,-178.75,-1613.0,0.11,0.16,0.08,0.38
OPAL,0.4,0.0255,-0.02,-5789188562.63,9.17,0.0,-100.0,-0.02,0.0,0.28,0.25
OPAD,-0.28,0.0039000000000000003,,-481829530462.46,0.6672,-2155.56,-323176.0,,0.04,0.16,0.0
OPA,0.0,0.0192,-0.0,-349749931.52,10.02,-17.49,-275.0,-0.0,-0.0,0.15,-inf
OP,0.0,0.023700000000000002,0.0,0.0,0.2095,0.0,-100.0,0.0,0.0,0.0,0.0
OOMA,-0.19,0.07919999999999999,-0.12,29892306.03,14.825,1.26,-92.0,-0.27,-0.0,0.42,-0.01
ONYX,0.0,0.001,-0.0,-2408246253.0,10.27,-91.05,-986.9999999999999,-0.0,-0.0,1.33,0.0
ONVO,-0.16,0.0681,-0.52,-517579503.77,1.52,-59.45,-4011.0,-0.55,-0.87,20.73,-7.63
ONTX,-0.03,0.0947,-0.9,,0.8701,,,-1.6,-0.89,9.01,-71.52
ONTO,3.99,0.1103,0.05,19449238413026.53,78.08,394680.8,505383.0,0.06,0.04,1.1,0.18
ONTF,-0.97,0.0152,-0.17,90041789.47,7.475,1.89,-75.0,-0.05,-0.07,1.37,-0.12
ONON,7.66,0.035699999999999996,-0.07,-5293677400982854.0,18.905,-19249874.88,-101824352.0,-0.09,-0.03,3.19,-0.23
ONL,5.12,0.028399999999999998,,-69501650308811.11,9.245,-1227389.21,-13276349.0,,-0.09,1.59,-0.6
ONFO,0.0,0.0209,-0.38,-110743881.8,1.505,0.0,-100.0,-0.45,0.0,5.49,0.0
ONEW,7.59,0.0336,0.06,2323106414266000.5,30.98,172553603.13,556983771.0,0.09,0.19,0.28,0.06
ONEM,0.61,0.0083,-0.11,,16.775,,,-0.13,-0.08,1.69,-0.41
ONDS,0.09,0.0824,-2.42,-587302175.19,2.31,-14.4,-723.0,0.37,-0.16,8.83,-5.17
ONCY,0.18,0.1521,-1.01,-258006661.06,1.8935,-4.69,-348.0,-1.9,-0.25,15.34,-inf
ONCT,1.01,0.1258,-0.59,-1869974110.53,1.13,-37.83,-3447.9999999999995,-0.81,-0.56,16.61,-7.26
ONCS,0.05,0.0537,-1.13,-11975393771.22,2.58,-304.46,-11901.0,-1.46,-0.45,5.77,-inf
ONCR,0.36,0.0444,-0.47,-2945043018.88,0.431,-114.11,-26576.0,-0.52,-5.82,4.8,-inf
ONB,0.09,0.0633,0.01,883475517.69,18.085,5.33,-71.0,0.05,0.09,0.04,0.33
ON,0.62,0.1215,0.06,21853296324.49,71.52,50.72,-28.999999999999996,0.07,0.03,0.88,0.15
OMQS,0.29,0.1144,-0.19,-147890093.66,5.14,-19.83,-486.00000000000006,-0.08,-0.35,0.11,-0.17
OMIC,1.27,0.0294,-0.48,-24435336548.12,1.97,-339.1,-17313.0,-0.53,-0.7,29.81,-inf
OMI,0.91,0.011000000000000001,-0.02,23341593140.38,20.81,309.34,1386.0,-0.03,0.14,0.04,0.02
OMGA,0.66,0.018600000000000002,-1.42,-7362110962.53,6.97,-154.1,-2311.0,-2.12,-0.21,15.56,-474.17
OMF,0.35,0.057999999999999996,0.04,278513461803.92,38.4624,2150.92,5492.0,,0.26,9.49,0.38
OMEX,0.25,0.135,-1.32,-109652068.28,3.13,-7.67,-345.0,0.24,-0.22,0.04,-10.81
OMER,-0.47,0.0693,-0.56,-6379730582.21,2.04,-102.01,-5100.0,-0.91,1.52,1.95,inf
OMEG,0.0,0.0959,-0.25,-171763795.13,10.05,-12.01,-220.00000000000003,13.05,-0.0,9.39,0.0
OMCL,0.35,0.0779,0.03,6784727682.79,48.7,0.0,-100.0,0.05,0.0,0.4,0.07
OMC,0.05,0.0754,0.05,28063131069.78,77.07,132.03,71.0,0.11,0.09,0.33,0.1
OMAB,0.24,0.16829999999999998,0.14,29039524153.25,67.49,601.59,791.0,0.16,0.87,1.22,0.33
OM,0.28,0.0181,-0.42,-15136235088.56,21.71,-321.4,-1580.0,-0.52,-0.13,3.53,-1.29
OLPX,1.43,0.0336,0.78,93245128425.24,5.87,143.87,2351.0,1.16,0.06,2.56,0.37
OLP,0.18,0.0867,0.03,964881020.77,23.22,46.14,99.0,0.04,0.08,0.76,0.47
OLO,-3.68,0.025,-0.2,34395753699.07,7.015,602.6,8490.0,-0.7,-0.04,10.55,-0.28
OLN,18.19,0.1067,0.02,2.897403538666247e+19,55.11,181795596861.7,329877693353.0,0.02,0.15,0.11,0.15
OLMA,1.63,0.06280000000000001,-8.42,-50187825708.14,2.92,-1245.74,-42762.0,0.61,-0.6,1.53,-inf
OLLI,0.09,0.0695,0.1,-94759536.88,58.11,-1.5,-103.0,0.12,0.04,0.94,0.09
OLK,1.31,0.0926,-0.05,-8559495933.55,22.27,-71.92,-423.00000000000006,-0.06,-0.01,3.74,-0.4
OLIT,0.0,0.0025,-0.0,-381500289.0,10.23,0.0,-100.0,-0.0,0.0,2.42,0.0
OLED,0.38,0.1177,0.1,2312411840.26,118.255,49.07,-59.0,0.12,0.03,1.66,0.33
OLB,0.39,0.07980000000000001,-0.13,-477045160.21,0.8533,-44.14,-5273.0,-0.15,-0.54,1.14,-0.3
OKYO,0.0,0.011000000000000001,-2.67,-728918121.27,2.28,0.0,-100.0,-0.97,0.0,2.0,0.0
OKTA,0.7,0.0981,-0.1,-12050421339.08,61.13,-81.13,-233.0,-0.18,-0.09,0.21,-0.65
OKE,0.23,0.1149,0.05,13531498166.8,65.1,30.34,-53.0,0.06,0.05,0.05,0.09
OIS,2.52,0.16570000000000001,-0.15,-303609058218.89,6.51,-4946.72,-76086.0,-0.18,-0.16,0.3,-0.11
OIIM,-1.04,0.058600000000000006,0.03,177467581.4,4.42,6.22,41.0,0.04,0.1,1.27,0.12
OII,0.04,0.1496,-0.12,378131790.34,15.05,3.79,-75.0,-0.15,-0.03,1.07,-0.03
OIG,5.27,0.0593,-0.21,-89182645701920.89,0.2125,0.0,-100.0,-0.38,0.0,0.2,-0.74
OI,-1.02,0.0567,0.01,37179044776.12,16.355,237.07,1350.0,0.01,0.06,0.39,0.02
OHPA,0.0,0.0959,-0.18,-475328905.12,10.08,-11.48,-214.0,-4.64,0.02,0.73,0.0
OHI,0.29,0.0801,0.03,19990708021.87,29.52,83.65,183.0,0.03,0.06,0.09,0.39
OHAA,0.0,0.001,-0.03,-2080145807.0,10.05,-164.44,-1736.0,-0.05,-0.0,6.77,0.0
OGS,0.04,0.049100000000000005,0.03,-90765300017.21,72.83,-1693.78,-2426.0,0.04,0.05,0.01,0.11
OGN,-0.05,0.0161,0.21,271696365076.51,26.34,1071.57,3968.0,0.26,0.2,0.28,0.21
OGI,2.63,0.0825,-0.13,-1288226504934.72,1.171,-4145.66,-354127.0,-0.13,-0.36,2.11,-1.65
OGEN,0.19,0.024900000000000002,-0.8,-1111618173.1,0.2,-9.55,-4875.0,-0.86,-0.67,18.87,-180.62
OGE,-1.48,0.06509999999999999,0.03,-84469990390.56,39.465,-421.98,-1169.0,0.03,0.09,,0.2
OG,0.0,0.0028000000000000004,-0.06,-427518709571.43,0.2157,-4790.19,-2220865.0,-0.18,-18.5,0.62,0.0
OFS,3.08,0.0859,0.04,1534606379521.96,9.805,114360.71,1166251.0,0.04,0.43,2.25,1.19
OFLX,0.07,0.0646,0.27,1717235506.17,99.2954,170.12,71.0,0.38,0.03,1.44,0.2
OFIX,-4.56,0.09300000000000001,-0.03,186995860726.65,19.57,9470.4,48292.0,-0.03,-0.1,0.83,-0.08
OFG,0.22,0.11259999999999999,0.01,-7427968439.11,27.09,-149.01,-650.0,0.08,0.11,0.23,0.27
OFED,0.0,0.0637,0.01,-48462007.3,22.67,-8.67,-138.0,0.04,0.03,0.02,0.0
OFC,0.21,0.068,0.03,11951680617.36,26.29,106.4,305.0,0.03,0.03,0.03,0.12
OESX,-0.57,0.1301,0.1,-29986886.97,2.15,-0.97,-145.0,0.14,0.09,0.79,0.05
OEPW,0.0,0.001,-0.0,-3224126751.0,10.06,-93.45,-1029.0,-0.47,0.03,0.89,0.0
OEC,1.19,0.0913,0.07,12324670935.73,18.755,203.27,984.0,0.09,0.12,0.15,0.09
ODV,0.0,0.045599999999999995,-0.11,-10423093684.21,4.6,0.0,-100.0,-0.11,0.0,0.8,0.0
ODP,-1.03,0.095,-0.02,2406333333.33,47.0,47.21,0.0,-0.03,-0.09,0.23,-0.02
ODFL,0.14,0.0891,0.17,17110690290.73,289.87,148.77,-49.0,0.19,0.03,1.0,0.2
ODC,-0.09,0.0496,0.05,-635417469.87,32.26,-118.35,-467.0,0.06,0.02,0.34,0.02
OCX,0.42,0.0599,-0.79,-4338514524.68,0.49,-47.04,-9700.0,-1.42,-1.42,2.52,-8.3
OCUP,1.58,0.0245,-2.52,-39329291338.34,3.16,-2273.3,-72040.0,-0.62,-1.04,6.36,-96.25
OCUL,0.06,0.09300000000000001,-0.64,-1748273409.66,2.96,-22.82,-871.0000000000001,-0.73,-0.03,6.23,-0.15
OCSL,1.35,0.0755,0.06,42891724925.24,7.06,237.81,3268.0,0.06,0.19,0.56,1.13
OCN,-0.26,0.07,-0.01,-36630020112.64,32.81,-3981.2,-12234.0,-0.01,0.06,0.12,0.02
OCGN,0.42,0.2887,-2.49,-336400513.69,1.48,-1.69,-214.0,-0.4,-0.2,13.57,-inf
OCG,0.0,0.0836,,,0.585,,,,0.0,,0.0
OCFT,0.03,0.0487,-0.14,-24720175966.81,0.7538,-63.39,-8509.0,-0.29,-4.36,0.27,-0.31
OCFC,0.15,0.0944,0.01,-7381645605.28,22.75,-124.22,-646.0,0.05,0.08,0.02,0.3
OCCI,-2.31,0.12960000000000002,0.0,-928518396.1,9.62,-105.06,-1192.0,0.01,0.24,1.87,1.31
OCC,-1.85,0.0653,-0.03,118074425.69,3.74,15.0,301.0,-0.04,0.22,0.02,0.11
OCAX,0.0,0.0981,0.01,-213096385.32,10.2,-14.25,-240.0,-0.05,0.02,0.13,0.0
OC,-1.3,0.09720000000000001,0.04,18462144030.22,88.47,183.73,108.0,0.05,0.11,0.57,0.12
OBT,0.3,0.061900000000000004,0.01,-309683701.27,47.35,-54.93,-216.0,0.08,0.08,0.16,0.3
OBSV,-0.03,0.0867,-0.86,-2075281193.1,0.1794,-26.62,-14938.0,-1.15,-4.17,2.33,-inf
OBNK,0.38,0.07200000000000001,0.01,1063919102.86,38.92,45.28,16.0,0.06,0.12,0.1,0.38
OBLG,-0.09,0.1457,-0.42,-89142596.24,0.1521,-2.89,-2000.0,-0.54,-1.93,3.59,-1.17
OBE,0.01,0.1313,-0.26,146721615.26,6.97,0.0,-100.0,-0.53,0.0,0.01,0.92
OB,0.1,0.0143,-0.02,6087832132.58,3.79,109.67,2794.0,-0.05,0.05,1.58,0.01
OABI,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,0.0787,0.02,30341758692.68,62.24,53.63,-14.000000000000002,0.02,0.01,0.16,0.17
NYXH,0.37,0.0361,-0.33,-1598743489.04,4.8,-62.03,-1392.0,-0.41,-0.22,11.71,-32.42
NYT,0.23,0.0928,0.06,4910669171.74,35.025,29.39,-16.0,0.08,0.04,0.57,0.11
NYMX,0.05,0.051,-3.78,-10322106237.3,0.3928,-121.73,-31089.999999999996,6.57,-0.38,0.46,-inf
NYMT,-0.81,0.0801,-0.0,1545100552.69,2.825,4.07,44.0,,0.18,168.28,0.66
NYCB,0.09,0.0392,0.01,-37416371476.48,8.51,-80.46,-1045.0,0.02,0.15,0.06,0.44
NYC,0.17,0.037000000000000005,-0.04,-1128887102.72,2.07,-85.02,-4207.0,-0.04,-1.44,0.91,-0.56
NYAX,0.0,0.1041,,,18.85,0.0,-100.0,,0.0,1.24,0.0
NXTP,10.31,0.0088,-0.21,-1.6051716835104448e+16,0.1649,-140414083.95,-85151051616.0,-0.27,-2.01,0.24,-4.63
NXTC,0.33,0.0408,-0.16,-3114489114.76,1.41,-112.74,-8095.999999999999,-0.17,-1.78,1.87,-inf
NXST,0.48,0.0754,0.05,37040899610.42,180.63,905.84,401.0,0.05,0.11,0.24,0.18
NXRT,-14.21,0.0698,0.02,-2.1989308538092532e+16,46.69,-870808524.53,-1865085823.9999998,0.02,0.02,1.75,0.11
NXPL,0.69,0.1553,-0.63,-128413409.07,1.66,0.0,-100.0,-1.3,0.0,6.21,-1.05
NXPI,7.44,0.0942,0.05,2.9975095543427096e+16,167.19,112716723.56,67418241.0,0.06,0.04,1.15,0.17
NXL,0.0,0.0106,-27.14,,2.32,0.0,-100.0,3.84,0.0,0.28,0.0
NXGN,-0.28,0.085,0.02,1324310533.51,20.1,19.36,-4.0,0.02,0.0,0.33,0.0
NXGL,0.25,0.0167,-1.21,-374512410.46,1.18,-67.3,-5803.0,-2.55,-0.66,4.62,-2.78
NXE,-0.38,0.1648,-0.14,-696106365.58,4.175,-1.46,-135.0,-0.14,-0.06,24.6,-inf
NX,-0.92,0.1011,0.02,823965850.07,23.975,24.78,3.0,0.03,0.07,0.25,0.05
NWTN,0.0,0.0217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWSA,-2.13,0.0941,-0.01,11301004645.8,18.745,28.77,53.0,-0.01,0.06,0.52,0.06
NWS,0.0,0.09539999999999998,-0.01,10775229074.89,18.975,54.01,185.0,-0.01,0.06,0.52,0.0
NWPX,-0.08,0.0703,0.06,-1249971453.21,36.635,-126.64,-446.0,0.07,0.03,0.05,0.03
NWN,0.05,0.0501,0.02,-1419593023392.31,47.02,-46195.22,-98346.0,0.02,0.05,0.03,0.09
NWLI,0.18,0.105,0.01,-6590719620.44,217.7,-1918.13,-981.0,0.01,0.23,10.42,0.22
NWL,-2.45,0.0579,-0.1,,12.565,,,-0.12,0.11,0.13,0.05
NWG,-2.29,0.053899999999999997,0.0,-1000985791881.24,6.34,-177.41,-2898.0,0.02,0.09,0.28,0.27
NWFL,0.17,0.0722,0.01,-527701717.39,31.815,-64.54,-303.0,0.08,0.1,0.11,0.36
NWE,-0.0,0.054000000000000006,0.03,-60679579000.0,57.93,-1103.93,-2005.9999999999998,0.03,0.06,0.01,0.14
NWBI,0.18,0.0662,0.01,-642329756.94,14.32,-5.08,-135.0,0.06,0.09,0.1,0.28
NVX,0.59,0.0478,-0.32,-7351790836.5,5.98,0.0,-100.0,-0.36,0.0,18.09,-8.49
NVVE,1.01,0.0209,-0.76,-4839368833.21,0.5889,-257.4,-43809.0,0.4,-2.43,3.41,-6.43
NVTS,2.38,0.0078000000000000005,-0.95,-1267060437531.82,4.435,-10762.06,-242762.0,-1.45,-0.29,25.0,-6.43
NVTA,0.44,0.0623,-0.25,-55687715965.84,2.7401,-246.0,-9078.0,-0.28,-0.61,6.41,-0.82
NVT,-1.79,0.1081,0.04,3853912071.99,39.25,22.91,-42.0,0.04,0.04,0.08,0.11
NVST,1.86,0.0944,0.03,393649520272.54,33.4,2439.45,7204.000000000001,0.04,0.06,0.89,0.14
NVSA,0.0,0.0005,0.01,-6790187844.0,10.025,-246.02,-2554.0,0.01,0.01,0.39,0.0
NVS,0.36,0.0406,0.11,676319231581.91,90.695,302.32,233.0,0.14,0.12,0.41,0.45
NVRO,0.33,0.07730000000000001,-0.17,-2574626404.78,43.76,-73.76,-269.0,-0.2,-0.09,0.42,-0.34
NVR,0.11,0.0947,0.21,26370902212.41,4650.0,7571.86,63.0,0.25,0.08,3.23,0.14
NVOS,0.0,0.0318,-0.17,-99924993.36,0.2405,-3.49,-1551.0,-0.44,-0.65,0.98,0.0
NVO,0.05,0.051,0.3,50985372029820.84,126.96,22366.13,17517.0,0.58,0.17,0.11,0.34
NVNO,0.13,0.11349999999999999,-1.76,-211951759.93,5.9301,-22.39,-478.0,-3.21,-0.29,34.64,-inf
NVMI,0.21,0.09820000000000001,0.11,2512362967.33,86.18,88.15,2.0,0.14,0.04,0.44,0.22
NVIV,-0.14,0.08449999999999999,-0.85,-275895861.14,2.08,-8.05,-487.0,-1.05,-0.14,7.29,-inf
NVGS,15.6,0.0958,-0.01,-2.055094293968943e+17,11.89,-2662673867.82,-22394229434.0,-0.01,-0.03,0.61,-0.08
NVFY,0.0,0.0802,-0.32,-177742147.92,0.52,-26.58,-5212.0,-0.34,-5.74,3.46,0.0
NVEI,-0.04,0.0473,-0.03,9867599886.27,28.11,147.67,425.0,-0.04,0.03,0.87,0.14
NVEE,0.23,0.1052,0.04,1366690892.15,143.35,88.74,-38.0,0.05,0.02,0.29,0.07
NVEC,0.01,0.11199999999999999,0.18,203005631.76,63.5,42.0,-34.0,0.19,0.05,4.25,0.54
NVDA,0.33,0.1219,0.21,116076176289.65,165.18,46.58,-72.0,0.24,0.02,0.46,0.36
NVCT,359.18,0.009300000000000001,,-1.815260604347781e+29,7.58,0.0,-100.0,,0.0,2.37,-inf
NVCR,-1.91,0.0552,-0.06,11102179328.27,77.05,106.94,39.0,-0.07,-0.01,1.46,-0.11
NVCN,-0.22,0.1295,-3.39,-374087092.88,8.685,-5.53,-164.0,-2.6,-0.04,10.35,-9.77
NVAX,1.13,0.1201,-0.65,-138293850440.03,17.47,-1829.09,-10570.0,-2.95,-1.32,0.63,-1.52
NVAC,0.0,0.0015,0.0,-1524750289.67,10.025,0.0,-100.0,0.0,0.0,6.96,0.0
NUZE,0.0,0.1703,-1.51,,0.35,,,-1.78,-2.91,9.38,0.0
NUWE,0.04,0.031200000000000002,-1.65,-1186897574.26,0.13,-112.63,-86738.0,-3.15,-14.29,7.32,-2.47
NUVL,0.81,0.0336,-1.7,-3699893244.21,34.835,-86.35,-348.0,2.97,-0.03,7.8,-inf
NUVB,7.63,0.09570000000000001,-1.71,-1678143275066244.5,1.94,-7705398.25,-397185577.0,0.19,-0.2,7.82,-inf
NUVA,0.76,0.0652,-0.0,2326057563.49,40.015,44.96,12.0,-0.0,-0.03,1.22,-0.06
NUTX,0.0,0.06509999999999999,0.22,1173011179.4,1.82,0.0,-100.0,0.28,0.0,0.81,0.0
NUS,0.07,0.09539999999999998,0.09,732430513.41,41.62,14.7,-65.0,0.12,0.07,0.64,0.05
NURO,-36.0,0.1764,-0.22,5.972709544765222e+18,1.6811,894734329742.82,53223147328603.0,-0.39,-0.2,16.53,-0.28
NUE,1.69,0.11259999999999999,0.13,4247160402156.95,150.525,14860.65,9773.0,0.15,0.16,0.46,0.19
NUBI,0.0,0.005699999999999999,-0.01,-156771.0,10.12,0.0,-100.0,-0.1,0.0,0.0,0.0
NU,0.68,0.0762,-0.01,-134885945765.72,4.1,-39.0,-1051.0,-0.09,-0.01,0.18,-0.19
NTZ,-0.76,0.0793,-0.02,-468962789.26,5.99,-42.75,-814.0,-0.03,0.05,0.26,0.01
NTWK,-0.33,0.0727,0.03,-6328943.82,3.11,-0.56,-118.0,0.04,-0.02,1.15,-0.01
NTST,0.0,0.014199999999999999,0.0,0.0,19.175,0.0,-100.0,0.0,0.0,0.0,0.0
NTRS,0.01,0.0654,0.01,-85677690737.93,88.79,-412.58,-565.0,0.08,0.08,0.02,0.24
NTRB,0.22,0.0329,-0.8,-184771413.15,3.89,-23.77,-711.0,-4.45,-0.2,6.28,-4.34
NTRA,0.42,0.11539999999999999,-0.33,-8017261645.07,40.55,-84.75,-309.0,-0.48,-0.12,0.39,-0.75
NTR,1.03,0.0731,0.04,271029266747.86,78.32,474.84,505.99999999999994,0.05,0.07,0.04,0.12
NTNX,0.08,0.1042,-0.41,-3022324193.36,29.93,-14.08,-147.0,-0.7,-0.12,0.35,-0.5
NTLA,0.34,0.1241,-0.24,-4057111370.65,42.16,-54.52,-229.0,-0.27,-0.09,0.98,-8.1
NTIP,-2.38,0.0462,0.07,839889073.17,2.1981,34.85,1485.0,0.07,0.27,10.83,0.4
NTIC,-1.6,0.0975,0.06,-70357380.88,13.095,-7.64,-158.0,0.07,0.05,0.9,0.11
NTGR,-0.6,0.0805,0.03,-878928994.06,20.9408,-30.03,-243.00000000000003,0.04,0.08,0.77,0.04
NTES,0.54,0.0521,0.11,11709350008781.69,68.495,17451.09,25378.0,0.17,0.36,0.29,0.19
NTCT,-1.82,0.0617,-0.0,24501848806.86,35.93,331.67,823.0,-0.0,0.01,1.34,0.04
NTCO,-1.9,0.053099999999999994,0.01,-571624019466.89,4.551,-830.98,-18359.0,0.02,0.33,0.29,0.03
NTB,-0.03,0.11410000000000001,0.01,-10478929771.59,33.34,-209.13,-727.0,0.13,0.1,0.21,0.33
NTAP,-0.03,0.0897,0.1,16972961075.05,64.36,76.36,19.0,0.18,0.07,1.04,0.15
NSYS,-3.07,0.044500000000000005,0.02,-725078695.26,15.7987,-271.36,-1818.0,0.02,0.17,0.03,0.06
NSTS,0.0,0.0089,0.0,6022.47,10.05,0.0,-100.0,0.0,0.0,0.42,0.0
NSTG,,,,,,,,,,,
NSTD,,,,,,,,,,,
NSTC,,,,,,,,,,,
NSTB,,,,,,,,,,,
NSSC,,,,,,,,,,,
NSPR,,,,,,,,,,,
NSP,,,,,,,,,,,
NSIT,,,,,,,,,,,
NSC,,,,,,,,,,,
NSA,,,,,,,,,,,
NS,,,,,,,,,,,
NRXP,,,,,,,,,,,
NRT,,,,,,,,,,,
NRSN,,,,,,,,,,,
NRP,,,,,,,,,,,
NRIX,,,,,,,,,,,
NRIM,,,,,,,,,,,
NRGV,,,,,,,,,,,
NRG,,,,,,,,,,,
NREF,,,,,,,,,,,
NRDY,,,,,,,,,,,
NRDS,,,,,,,,,,,
NRC,,,,,,,,,,,
NRBO,,,,,,,,,,,
NRAC,,,,,,,,,,,
NR,,,,,,,,,,,
NPO,,,,,,,,,,,
NPK,,,,,,,,,,,
NPCE,,,,,,,,,,,
NPAB,,,,,,,,,,,
NOW,,,,,,,,,,,
NOVV,,,,,,,,,,,
NOVT,,,,,,,,,,,
NOVN,,,,,,,,,,,
NOVA,,,,,,,,,,,
NOV,,,,,,,,,,,
NOTV,,,,,,,,,,,
NOTE,,,,,,,,,,,
NOMD,,,,,,,,,,,
NOK,,,,,,,,,,,
NOGN,,,,,,,,,,,
NOG,,,,,,,,,,,
NODK,,,,,,,,,,,
NOC,,,,,,,,,,,
NOAH,,,,,,,,,,,
NOA,,,,,,,,,,,
NNVC,,,,,,,,,,,
NNOX,,,,,,,,,,,
NNN,,,,,,,,,,,
NNI,,,,,,,,,,,
NNDM,,,,,,,,,,,
NNBR,,,,,,,,,,,
NN,,,,,,,,,,,
NMTR,,,,,,,,,,,
NMTC,,,,,,,,,,,
NMRK,,,,,,,,,,,
NMRD,,,,,,,,,,,
NMR,,,,,,,,,,,
NMM,,,,,,,,,,,
NMIH,,,,,,,,,,,
NMG,,,,,,,,,,,
NMFC,,,,,,,,,,,
NM,,,,,,,,,,,
NLY,,,,,,,,,,,
NLTX,,,,,,,,,,,
NLSP,,,,,,,,,,,
NLS,,,,,,,,,,,
NL,,,,,,,,,,,
NKTX,,,,,,,,,,,
NKTR,,,,,,,,,,,
NKSH,,,,,,,,,,,
NKLA,,,,,,,,,,,
NKE,,,,,,,,,,,
NJR,,,,,,,,,,,
NIU,,,,,,,,,,,
